model_id,system_id,model_class,response,spp,region_code,region,data,year,authors,compiler,notes,status,test date,tester,data_ref,formula,b0,b1,b2,b3,b4,b5,b6,b7,b8,n,r2_pd,syx_pd,r2_proj,syx_proj,x1,x2,x3,x4,x5,predictor_spec_path,fit_object_path,vcov_path,serializer,pkg,pkg_version,r_version,lightened,comp_token,bias_flag,ht_unit,source_id,voleq,spcd,forest,district,nvel_out
WIA621BRT02D,,closed_form,bm_brt,liriodendron.tulipifera,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,146.29742,-35.08911,2.49589,2,0,1,1,1,1,19,0.73,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
WIA621BRT03D,,closed_form,bm_brt,liriodendron.tulipifera,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,352.07486,-85.21641,5.87535,2,0,1,1,1,1,19,0.73,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
WIA621BRT04D,,closed_form,bm_brt,liriodendron.tulipifera,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,132.85928,-31.58192,2.17263,2,0,1,1,1,1,19,0.76,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
MAT621FOT01D,,closed_form,bm_fot,liriodendron.tulipifera,se,08,NBEL,,Martin et al. 1998,,Foliage total,active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.192,1.981,1,0,0,2.54,1,2.20462,1.08,10,0.87,,,,1,10.2,55.8,CM,KG,,,,,,,,,FOT,yes,NA,102,,,,,
SOI621FOT01D,,closed_form,bm_fot,liriodendron.tulipifera,se,08,NBEL,,Sollins et al. 1973,,Foliage total,active,,,"Sollins, P.; Reichle, D. E.; Olson, J. S. 1973. Organic matter budget and model for a southern Appalachian Liriodendron forest. Publ. EDFBIBP-73-2. Oak Ridge, TN: Oak Ridge National Laboratory.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-2.882,0,1.392,1,0,2.54,1,2.20462,1.34,18,0.91,,,,2,1,60,CM,KG,,,,,,,,,FOT,yes,NA,149,,,,,
MAT621SBL01D,,closed_form,bm_sbl,liriodendron.tulipifera,se,08,NBEL,,Martin et al. 1998,,Stem + live branches,active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.258,2.646,1,0,0,2.54,1,2.20462,1.008,10,0.99,,,,1,10.2,55.8,CM,KG,,,,,,,,,SBL,yes,NA,102,,,,,
PHL621SBL11D,,closed_form,bm_sbl,liriodendron.tulipifera,se,08,NBEL,,Phillips 1977,,Stem + live branches,active,,,"Phillips, D. R. 1977 Total tree weight and volumes for understory hardwoods. TAPPI: 60(6): 548-550.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.037,0.96142,1,0,0,1,1,1,1,12,0,,,,1,1,5,IN,LB,,,,,,,,,SBL,no,FT,190,,,,,
PHL621SBL12D,,closed_form,bm_sbl,liriodendron.tulipifera,se,08,NBEL,,Phillips 1977,,Stem + live branches,active,,,"Phillips, D. R. 1977 Total tree weight and volumes for understory hardwoods. TAPPI: 60(6): 548-550.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.85956,0.92195,1,0,0,1,1,1,1,12,0,,,,1,1,5,IN,LB,,,,,,,,,SBL,no,FT,190,,,,,
MAT621STB01D,,closed_form,bm_stb,liriodendron.tulipifera,se,08,NBEL,,Martin et al. 1998,,Stem (bark only),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.588,2.302,1,0,0,2.54,1,2.20462,1.005,10,0.99,,,,1,10.2,55.8,CM,KG,,,,,,,,,STB,yes,NA,102,,,,,
MAT621STW01D,,closed_form,bm_stw,liriodendron.tulipifera,se,08,NBEL,,Martin et al. 1998,,Stem (wood only),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.522,2.737,1,0,0,2.54,1,2.20462,1.013,10,0.99,,,,1,10.2,55.8,CM,KG,,,,,,,,,STW,yes,NA,102,,,,,
LOO110BRT01D,,closed_form,bm_brt,pinus.echinata,se,09,NBEL,,Loomis et al. 1966,,Branches total (live + dead),active,,,"Loomis, R.; Phares, R.; Crosby, J. 1966. Estimating foliage and branchwood quantities in shortleaf pine. Forest Science. 12: 30-39.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.161,2.571,0,1,1,1,1,182,0.94,,,,4,1,15,IN,LB,,,,,,,,,BRT,no,NA,98,,,,,
LOO110FOT01D,,closed_form,bm_fot,pinus.echinata,se,09,NBEL,,Loomis et al. 1966,,Foliage total,active,,,"Loomis, R.; Phares, R.; Crosby, J. 1966. Estimating foliage and branchwood quantities in shortleaf pine. Forest Science. 12: 30-39.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.3759,1.733,0,1,1,1,1,182,0.94,,,,4,1,15,IN,LB,,,,,,,,,FOT,no,NA,98,,,,,
CLC111AST11G,,closed_form,bm_ast,pinus.elliottii,se,08,NBEL,,Clark and Saucier 1990,,Whole tree (above stump),active,,,"Clark, A. III and Saucier, J. 1990. Tables for estimating total-tree weights, stem weights, and volumes of planted and natural southern pines in the southeast. Georgia Forest Research Paper 79.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.23369,0.96673,0.96673,0,0,1,1,1,1,,,,,,16,3,14,IN,LB,,,,,,,,,AST,,FT,213,,,,,
CLC111AST41G,,closed_form,bm_ast,pinus.elliottii,se,08,NBEL,,Clark and Saucier 1990,,Whole tree (above stump),active,,,"Clark, A. III and Saucier, J. 1990. Tables for estimating total-tree weights, stem weights, and volumes of planted and natural southern pines in the southeast. Georgia Forest Research Paper 79.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.90965,0.75067,0.75067,0,0,1,1,1,1,,,,,,16,5,14,IN,LB,,,,,,,,,AST,,FT,213,,,,,
GHL111STB01D,,closed_form,bm_stb,pinus.elliottii,se,08,NBEL,,Gholz et al. 1991,,Stem (bark only),active,,,"Gholz, H.; Vogel, S.; Cropper, W. J.; McKelvey, K.; Ewel, C. 1991. Dynamics of canopy structure and light interception in Pinus elliotii stands, north Florida. Ecological Monographs. 6: 33-51.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-3.317,0,2.078,1,0,2.54,1,2.20462,1,40,0.8,,,,2,10,25,CM,KG,,,,,,,,,STB,no,NA,55,,,,,
CLC111STT11G,,closed_form,bm_stt,pinus.elliottii,se,08,NBEL,,Clark and Saucier 1990,,Stem (wood + bark),active,,,"Clark, A. III and Saucier, J. 1990. Tables for estimating total-tree weights, stem weights, and volumes of planted and natural southern pines in the southeast. Georgia Forest Research Paper 79.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.20458,0.96236,0.96236,0,0,1,1,1,1,,,,,,16,3,14,IN,LB,,,,,,,,,STT,,FT,213,,,,,
CLC111STT41G,,closed_form,bm_stt,pinus.elliottii,se,08,NBEL,,Clark and Saucier 1990,,Stem (wood + bark),active,,,"Clark, A. III and Saucier, J. 1990. Tables for estimating total-tree weights, stem weights, and volumes of planted and natural southern pines in the southeast. Georgia Forest Research Paper 79.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.64209,0.74813,0.74813,0,0,1,1,1,1,,,,,,16,5,14,IN,LB,,,,,,,,,STT,,FT,213,,,,,
GHL111STW01D,,closed_form,bm_stw,pinus.elliottii,se,08,NBEL,,Gholz et al. 1991,,Stem (wood only),active,,,"Gholz, H.; Vogel, S.; Cropper, W. J.; McKelvey, K.; Ewel, C. 1991. Dynamics of canopy structure and light interception in Pinus elliotii stands, north Florida. Ecological Monographs. 6: 33-51.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-3.933,0,2.88,1,0,2.54,1,2.20462,1,40,0.91,,,,2,10,25,CM,KG,,,,,,,,,STW,no,NA,55,,,,,
NEL131AST01D,,closed_form,bm_ast,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Whole tree (above stump),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,0.036,2.6743,1,0,0,1,1,1,1,36,0.99,,,,1,2.2,22.1,IN,LB,,,,,,,,,AST,no,NA,111,,,,,
NEL131AST02D,,closed_form,bm_ast,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Whole tree (above stump),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,0.6115,1.5107,1,0,0,1,1,1,1,36,0.91,,,,1,1,3,IN,LB,,,,,,,,,AST,no,NA,111,,,,,
NEL131AST03D,,closed_form,bm_ast,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Whole tree (above stump),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,0.4012,1.9384,1,0,0,1,1,1,1,36,0.96,,,,1,1,4,IN,LB,,,,,,,,,AST,no,NA,111,,,,,
NEL131AST04D,,closed_form,bm_ast,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Whole tree (above stump),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,0.0987,2.4912,1,0,0,1,1,1,1,18,0.94,,,,1,4,8,IN,LB,,,,,,,,,AST,no,NA,111,,,,,
NEL131AST05D,,closed_form,bm_ast,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Whole tree (above stump),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,0.2745,2.3763,1,0,0,1,1,1,1,30,0.97,,,,1,4,12,IN,LB,,,,,,,,,AST,no,NA,111,,,,,
VAL131AST01D,,closed_form,bm_ast,pinus.taeda,se,08,NBEL,,Van Lear et al. 1984,,Whole tree (above stump),active,,,"Van Lear, D.; Waide, J.; Teuke, M. 1984. Biomass and nutrient content of a 41-year-old loblolly pine (Pinus taeda L.) plantation on a poor site in South Carolina. Forest Science. 30: 395-404.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.1575,2.5641,1,0,0,2.54,1,2.20462,1,16,0.99,,,,1,12.7,38.6,CM,KG,,,,,,,,,AST,no,NA,162,,,,,
NEL131BRL01D,,closed_form,bm_brl,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Branches live,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.707,2.5156,1,0,0,1,1,1,1,36,0.97,,,,1,2.2,22.1,IN,LB,,,,,,,,,BRL,no,NA,111,,,,,
NEL131BRL02D,,closed_form,bm_brl,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Branches live,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.0886,1.6966,1,0,0,1,1,1,1,36,0.86,,,,1,1,3,IN,LB,,,,,,,,,BRL,no,NA,111,,,,,
NEL131BRL03D,,closed_form,bm_brl,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Branches live,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.3515,2.1168,1,0,0,1,1,1,1,36,0.87,,,,1,1,4,IN,LB,,,,,,,,,BRL,no,NA,111,,,,,
NEL131BRL04D,,closed_form,bm_brl,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Branches live,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.5147,3.6111,1,0,0,1,1,1,1,18,0.83,,,,1,4,8,IN,LB,,,,,,,,,BRL,no,NA,111,,,,,
NEL131BRL05D,,closed_form,bm_brl,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Branches live,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.3416,3.0683,1,0,0,1,1,1,1,30,0.9,,,,1,4,12,IN,LB,,,,,,,,,BRL,no,NA,111,,,,,
BAL131BRT01D,,closed_form,bm_brt,pinus.taeda,se,08,NBEL,,Baldwin 1989,,Branches total (live + dead),active,,,"Baldwin, V. J. 1989. Is sapwood area a better predictor of loblolly pine crown biomass than bole diameter? Biomass. 20: 177-185.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-6.1142,0,2.8687,1,0,2.54,1,2.20462,1,112,0.91,,,,2,13,43,CM,KG,,,,,,,,,BRT,yes,NA,5,,,,,
VAL131BRT01D,,closed_form,bm_brt,pinus.taeda,se,08,NBEL,,Van Lear et al. 1984,,Branches total (live + dead),active,,,"Van Lear, D.; Waide, J.; Teuke, M. 1984. Biomass and nutrient content of a 41-year-old loblolly pine (Pinus taeda L.) plantation on a poor site in South Carolina. Forest Science. 30: 395-404.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.8857,3.1327,1,0,0,2.54,1,2.20462,1,16,0.95,,,,1,12.7,38.6,CM,KG,,,,,,,,,BRT,no,NA,162,,,,,
ROG131CRW01D,,closed_form,bm_crw,pinus.taeda,se,08,NBEL,,Rogerson 1964,,Crown (branches + foliage + twigs),active,,,"Rogerson, T. 1964. Estimating foliage on loblolly pine. Res. Note SO-16. New Orleans, LA: U.S. Department of Agriculture, Forest Service, Southern Forest Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.573,2.538,1,0,0,1,1,1,1,18,0.96,,,,1,6,17,IN,LB,,,,,,,,,CRW,no,NA,131,,,,,
BAL131FOT01D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Baldwin 1989,,Foliage total,active,,,"Baldwin, V. J. 1989. Is sapwood area a better predictor of loblolly pine crown biomass than bole diameter? Biomass. 20: 177-185.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-4.7516,0,2.1741,1,0,2.54,1,2.20462,1,112,0.86,,,,2,13,43,CM,KG,,,,,,,,,FOT,yes,NA,5,,,,,
NEL131FOT01D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Foliage total,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.4775,1.6998,1,0,0,1,1,1,1,36,0.91,,,,1,2.2,22.1,IN,LB,,,,,,,,,FOT,no,NA,111,,,,,
NEL131FOT02D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Foliage total,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,0.2441,1.4263,1,0,0,1,1,1,1,36,0.86,,,,1,1,3,IN,LB,,,,,,,,,FOT,no,NA,111,,,,,
NEL131FOT03D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Foliage total,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.1126,1.8247,1,0,0,1,1,1,1,36,0.9,,,,1,1,4,IN,LB,,,,,,,,,FOT,no,NA,111,,,,,
NEL131FOT04D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Foliage total,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.218,2.9778,1,0,0,1,1,1,1,18,0.89,,,,1,4,8,IN,LB,,,,,,,,,FOT,no,NA,111,,,,,
NEL131FOT05D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Foliage total,active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.8884,3.2667,1,0,0,1,1,1,1,30,0.91,,,,1,4,12,IN,LB,,,,,,,,,FOT,no,NA,111,,,,,
ROG131FOT01D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Rogerson 1964,,Foliage total,active,,,"Rogerson, T. 1964. Estimating foliage on loblolly pine. Res. Note SO-16. New Orleans, LA: U.S. Department of Agriculture, Forest Service, Southern Forest Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.79586,2.67156,1,0,0,1,1,2.20462,1,28,0.81,,,,1,5.4,10.9,IN,KG,,,,,,,,,FOT,no,NA,131,,,,,
VAL131FOT01D,,closed_form,bm_fot,pinus.taeda,se,08,NBEL,,Van Lear et al. 1984,,Foliage total,active,,,"Van Lear, D.; Waide, J.; Teuke, M. 1984. Biomass and nutrient content of a 41-year-old loblolly pine (Pinus taeda L.) plantation on a poor site in South Carolina. Forest Science. 30: 395-404.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.7273,2.5388,1,0,0,2.54,1,2.20462,1,16,0.94,,,,1,12.7,38.6,CM,KG,,,,,,,,,FOT,no,NA,162,,,,,
NEL131STB01D,,closed_form,bm_stb,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Stem (bark only),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.4746,2.1659,1,0,0,1,1,1,1,36,0.97,,,,1,2.2,22.1,IN,LB,,,,,,,,,STB,no,NA,111,,,,,
NEL131STB02D,,closed_form,bm_stb,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Stem (bark only),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.3904,1.3491,1,0,0,1,1,1,1,36,0.93,,,,1,1,3,IN,LB,,,,,,,,,STB,no,NA,111,,,,,
NEL131STB03D,,closed_form,bm_stb,pinus.taeda,se,08,NBEL,,Nelson and Switzer 1975,,Stem (bark only),active,,,"Nelson, L.; Switzer, G. 1975. Estimating weights of loblolly pine trees and their components in natural stands and plantations in central Mississippi. Technical Bulletin 73. Mississippi State, MS: Mississippi Agricultural and Forestry Experiment Station.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.4533,1.7384,1,0,0,1,1,1,1,36,0.96,,,,1,1,4,IN,LB,,,,,,,,,STB,no,NA,111,,,,,
WIA833AGB01D,,closed_form,bm_agb,quercus.rubra,se,09,NBEL,,Wiant et al. 1977,,Stem + branches (bark only),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.40617,2.45522,0,1,1,1,1,19,0.98,,,,4,2,16,IN,LB,,,,,,,,,AGB,no,NA,175,,,,,
CHA833AGT01D,,closed_form,bm_agt,quercus.rubra,se,09,NBEL,,Chapman and Gower 1991,,Whole tree (aboveground),active,,,"Chapman, J.; Gower, S. 1991. Aboveground production and canopy dynamics in sugar maple and red oak trees in southwestern Wisconsin. Canadian Journal of Forest Research. 21: 1533-1543.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-2.972,-0.017,2.873,1,0,2.54,1,2.20462,1.05,16,0.99,,,,2,2.8,69.5,CM,KG,,,,,,,,,AGT,yes,NA,29,,,,,
MAT833AGT01D,,closed_form,bm_agt,quercus.rubra,se,08,NBEL,,Martin et al. 1998,,Whole tree (aboveground),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.259,2.644,1,0,0,2.54,1,2.20462,1.008,9,0.99,,,,1,19.7,52,CM,KG,,,,,,,,,AGT,yes,NA,102,,,,,
WIA833AGW01D,,closed_form,bm_agw,quercus.rubra,se,09,NBEL,,Wiant et al. 1977,,Stem + branches (wood only),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,1.30152,2.7015,0,1,1,1,1,19,0.99,,,,4,2,16,IN,LB,,,,,,,,,AGW,no,NA,175,,,,,
PER833AST01D,,closed_form,bm_ast,quercus.rubra,se,09,NBEL,,Perala and Alban 1994,,Whole tree (above stump),active,,,"Perala, D. A.; Alban, D. H. 1994. Allometric biomass estimators for aspen-dominated ecosystems in the upper Great Lakes. Res. Pap. NC-314. St. Paul, MN: U.S. Department of Agriculture, Forest Service, North Central Forest Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.01335,2.422,0,2.54,1,2.20462,1,16,0.99,,,,4,2.5,40,CM,KG,,,,,,,,,AST,no,NA,117,,,,,
GOR833BRD01D,,closed_form,bm_brd,quercus.rubra,se,09,NBEL,,Gower et al. 1993b,,Branches dead,active,,,"Gower, S. T.; Reich, P. B.; Son, Y. 1993b. Canopy dynamics and aboveground production of five tree species with different leaf longevities. Tree Physiology. 12: 327-345.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.816,3.274,1,0,0,2.54,1,2.20462,1,10,0.91,,,,1,5.5,35,CM,KG,,,,,,,,,BRD,yes,NA,60,,,,,
PER833BRD01D,,closed_form,bm_brd,quercus.rubra,se,09,NBEL,,Perala and Alban 1994,,Branches dead,active,,,"Perala, D. A.; Alban, D. H. 1994. Allometric biomass estimators for aspen-dominated ecosystems in the upper Great Lakes. Res. Pap. NC-314. St. Paul, MN: U.S. Department of Agriculture, Forest Service, North Central Forest Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.000478,3.125,0,2.54,1,2.20462,1,16,0.81,,,,4,2.5,40,CM,KG,,,,,,,,,BRD,no,NA,117,,,,,
