model_id,system_id,model_class,response,spp,region_code,region,data,year,authors,compiler,notes,status,test date,tester,data_ref,formula,b0,b1,b2,b3,b4,b5,b6,b7,b8,n,r2_pd,syx_pd,r2_proj,syx_proj,x1,x2,x3,x4,x5,predictor_spec_path,fit_object_path,vcov_path,serializer,pkg,pkg_version,r_version,lightened,comp_token,bias_flag,ht_unit,source_id,voleq,spcd,forest,district,nvel_out
GRL263FOT01D,,closed_form,bm_fot,tsuga.heterophylla,pnw,06,NBEL,,Grier and Logan 1977,,Foliage total,active,,,"Grier, C. C.; Logan, R. S. 1977. Old-growth Pseudotsuga menziesii communities of a western Oregon watershed: biomass distribution and production budgets. Ecological Monographs. 47: 373-400.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-4.13,0,2.128,1,0,2.54,1,2.20462,1,18,0.96,,,,2,15.3,78,CM,KG,,,,,,,,,FOT,yes,NA,65,,,,,
SAC263FOT01D,,closed_form,bm_fot,tsuga.heterophylla,pnw,FIA NW,NBEL,,Sachs 1984,,Foliage total,active,,,"Sachs, D. 1984. Management effects on nitrogen nutrition and long-term productivity of western hemlock stands. Corvallis, OR: Oregon State University. M.S. thesis.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-6.524,0,2.659,1,0,2.54,1,2.20462,1,21,0.91,,,,2,9.9,47.8,CM,KG,,,,,,,,,FOT,no,NA,135,,,,,
BRN263LCR01D,,closed_form,bm_lcr,tsuga.heterophylla,pnw,02,NBEL,,Brown 1978,,Live crown (branches + foliage + twigs),active,,,"Brown, J. 1978. Weight and density of crowns of Rocky Mountain conifers. Res. Pap. INT-197. Ogden, UT: U.S. Department of Agriculture, Forest Service, Intermountain Forest and Range Experiment Station.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,0.7218,0,1.7502,1,0,1,1,1,1,27,0.98,,,,2,1,32,IN,LB,,,,,,,,,LCR,no,NA,21,,,,,
BRN263LCR04D,,closed_form,bm_lcr,tsuga.heterophylla,pnw,02,NBEL,,Brown 1978,,Live crown (branches + foliage + twigs),active,,,"Brown, J. 1978. Weight and density of crowns of Rocky Mountain conifers. Res. Pap. INT-197. Ogden, UT: U.S. Department of Agriculture, Forest Service, Intermountain Forest and Range Experiment Station.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-0.4691,0,2.165,1,0,1,1,1,1,,0,,,,2,0,0,IN,LB,,,,,,,,,LCR,no,NA,21,,,,,
SNM263LCR01D,,closed_form,bm_lcr,tsuga.heterophylla,pnw,06,NBEL,,Snell and Max 1985,,Live crown (branches + foliage + twigs),active,,,"Snell, J.; Max, T. 1985. Estimating the weight of crown segments for old-growth Douglas-fir and western hemlock. Res. Pap. PNW-329. Portland, OR: U.S. Department of Agriculture, Forest Service, Pacific Northwest Forest and Range Experiment Station.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,3.8886,0.0338,0,0,0,2.54,1,2.20462,1,29,0.82,,,,2,30,110,CM,KG,,,,,,,,,LCR,no,NA,147,,,,,
GHZ263STB01D,,closed_form,bm_stb,tsuga.heterophylla,pnw,FIA NW,NBEL,,Gholz et al. 1979,,Stem (bark only),active,,,"Gholz, H. L.; Grier, C. C.; Campbell, A. G.; Brown, A. T. 1979. Equations for estimating biomass and leaf area of plants in the Pacific Northwest. Res. Pap. 41. Corvallis, OR: Oregon State University, School of Forestry.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-4.373,0,2.258,1,0,2.54,0.3048,2.20462,1,18,0.99,,,,2,15.3,78,CM,KG,,,,,,,,,STB,"",M,56,,,,,
GRL263STB01D,,closed_form,bm_stb,tsuga.heterophylla,pnw,06,NBEL,,Grier and Logan 1977,,Stem (bark only),active,,,"Grier, C. C.; Logan, R. S. 1977. Old-growth Pseudotsuga menziesii communities of a western Oregon watershed: biomass distribution and production budgets. Ecological Monographs. 47: 373-400.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-4.373,0,2.258,1,0,2.54,1,2.20462,1,18,0.99,,,,2,15.3,78,CM,KG,,,,,,,,,STB,yes,NA,65,,,,,
SAC263STB01D,,closed_form,bm_stb,tsuga.heterophylla,pnw,FIA NW,NBEL,,Sachs 1984,,Stem (bark only),active,,,"Sachs, D. 1984. Management effects on nitrogen nutrition and long-term productivity of western hemlock stands. Corvallis, OR: Oregon State University. M.S. thesis.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-4.371,0,2.259,1,0,2.54,1,2.20462,1,19,0.97,,,,2,9.9,47.8,CM,KG,,,,,,,,,STB,no,NA,135,,,,,
GHZ263STW01D,,closed_form,bm_stw,tsuga.heterophylla,pnw,FIA NW,NBEL,,Gholz et al. 1979,,Stem (wood only),active,,,"Gholz, H. L.; Grier, C. C.; Campbell, A. G.; Brown, A. T. 1979. Equations for estimating biomass and leaf area of plants in the Pacific Northwest. Res. Pap. 41. Corvallis, OR: Oregon State University, School of Forestry.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-2.172,0,2.257,1,0,2.54,0.3048,2.20462,1,18,0.99,,,,2,15.3,78,CM,KG,,,,,,,,,STW,"",M,56,,,,,
GRL263STW01D,,closed_form,bm_stw,tsuga.heterophylla,pnw,06,NBEL,,Grier and Logan 1977,,Stem (wood only),active,,,"Grier, C. C.; Logan, R. S. 1977. Old-growth Pseudotsuga menziesii communities of a western Oregon watershed: biomass distribution and production budgets. Ecological Monographs. 47: 373-400.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-2.172,0,2.257,1,0,2.54,1,2.20462,1,18,0.99,,,,2,15.3,78,CM,KG,,,,,,,,,STW,yes,NA,65,,,,,
SAC263STW01D,,closed_form,bm_stw,tsuga.heterophylla,pnw,FIA NW,NBEL,,Sachs 1984,,Stem (wood only),active,,,"Sachs, D. 1984. Management effects on nitrogen nutrition and long-term productivity of western hemlock stands. Corvallis, OR: Oregon State University. M.S. thesis.",exp(b0 + b1*(dbh*b5) + b2*(log((dbh*b5)^b3)) + b4*(ht*b6)) * b7 * b8,-2.681,0,2.447,1,0,2.54,1,2.20462,1,19,0.98,,,,2,9.9,47.8,CM,KG,,,,,,,,,STW,no,NA,135,,,,,
CHO611AGT01D,,closed_form,bm_agt,liquidambar.styraciflua,se,US,NBEL,,Chojnacky et al 2014,,Whole tree (aboveground),active,,,"Chojnacky, D. C., Heath, L. S. and Jenkins, J. C. Updated generalized biomass equations for North American tree species. Forestry 2014, 87, 129-151",exp(b0 + b1*log(dbh*b5) + b2*(b3 + b4*log(dbh*b5))) * b7 * b8,-2.639,2.5466,0,0,0,2.54,1,2.20462,1,44,0.79,,,,3,1,20.9,CM,KG,,,,,,,,,AGT,"",NA,215,,,,,
PHI611AGT01D,,closed_form,bm_agt,liquidambar.styraciflua,se,08,NBEL,,Phillips 1981,,Whole tree (aboveground),active,,,"Phillips, D. 1981. Predicted total-tree biomass of understory hardwoods. Res. Pap. SE-223. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,1.67422,1.17677,0,1,1,1,1,24,0.95,,,,4,1.3,4.8,IN,LB,,,,,,,,,AGT,no,NA,119,,,,,
CLA611AGW91D,,closed_form,bm_agw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Stem + branches (wood only),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.85726,1.11531,0.14506,0,0,1,1,1,1,56,0.9,,,,16,11.1,20.7,IN,LB,,,,,,,,,AGW,"",FT,34,,,,,
CLA611AGW91G,,closed_form,bm_agw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Stem + branches (wood only),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,4.26547,1.10159,0.14174,0,0,1,1,1,1,56,0.91,,,,16,11.1,20.7,IN,LB,,,,,,,,,AGW,"",FT,34,,,,,
CLA611AST91D,,closed_form,bm_ast,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Whole tree (above stump),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,3.08628,1.12057,0.14936,0,0,1,1,1,1,56,0.9,,,,16,11.1,20.7,IN,LB,,,,,,,,,AST,"",FT,34,,,,,
CLA611AST91G,,closed_form,bm_ast,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Whole tree (above stump),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,4.82876,1.12408,0.11727,0,0,1,1,1,1,56,0.91,,,,16,11.1,20.7,IN,LB,,,,,,,,,AST,"",FT,34,,,,,
CLK611AST91D,,closed_form,bm_ast,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Whole tree (above stump),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.32758,1.09257,0.33664,0,0,1,1,1,1,70,0.88,,,,16,11.2,20,IN,LB,,,,,,,,,AST,yes,FT,33,,,,,
CLK611AST91G,,closed_form,bm_ast,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Whole tree (above stump),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,2.49534,1.10102,0.35467,0,0,1,1,1,1,70,0.92,,,,16,11.2,20,IN,LB,,,,,,,,,AST,yes,FT,33,,,,,
CLA611MST91D,,closed_form,bm_mst,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Merch stem (wood + bark) from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.28174,0.95355,0.81101,0,0,1,1,1,1,56,0.9,,,,16,11.1,20.7,IN,LB,,,,,,,,,MST,"",FT,34,,,,,
CLA611MST91G,,closed_form,bm_mst,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Merch stem (wood + bark) from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.65236,0.96221,0.77262,0,0,1,1,1,1,56,0.91,,,,16,11.1,20.7,IN,LB,,,,,,,,,MST,"",FT,34,,,,,
CLK611MST91D,,closed_form,bm_mst,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Merch stem (wood + bark) from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.41966,0.92088,0.76707,0,0,1,1,1,1,70,0.93,,,,16,11.2,20,IN,LB,,,,,,,,,MST,yes,FT,33,,,,,
CLK611MST91G,,closed_form,bm_mst,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Merch stem (wood + bark) from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.79308,0.92245,0.79545,0,0,1,1,1,1,70,0.94,,,,16,11.2,20,IN,LB,,,,,,,,,MST,yes,FT,33,,,,,
CLA611MSW91D,,closed_form,bm_msw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Merch stem wood from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.26906,0.96144,0.78172,0,0,1,1,1,1,56,0.9,,,,16,11.1,20.7,IN,LB,,,,,,,,,MSW,"",FT,34,,,,,
CLA611MSW91G,,closed_form,bm_msw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Merch stem wood from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.59993,0.96725,0.76266,0,0,1,1,1,1,56,0.91,,,,16,11.1,20.7,IN,LB,,,,,,,,,MSW,"",FT,34,,,,,
CLK611MSW91D,,closed_form,bm_msw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Merch stem wood from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.35422,0.89014,0.82529,0,0,1,1,1,1,70,0.93,,,,16,11.2,20,IN,LB,,,,,,,,,MSW,yes,FT,33,,,,,
CLK611MSW91G,,closed_form,bm_msw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Merch stem wood from stump to top dib,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,0.65538,0.92346,0.81779,0,0,1,1,1,1,70,0.93,,,,16,11.2,20,IN,LB,,,,,,,,,MSW,yes,FT,33,,,,,
CLA611SBL91D,,closed_form,bm_sbl,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Stem + live branches,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,2.04258,1.11675,0.15718,0,0,1,1,1,1,56,0.9,,,,16,11.1,20.7,IN,LB,,,,,,,,,SBL,"",FT,34,,,,,
CLA611SBL91G,,closed_form,bm_sbl,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1986a,,Stem + live branches,active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1986a. Weight, volume, and physical properties of major hardwood species in the Piedmont. Res. Pap. SE-255. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,4.80892,1.11113,0.13135,0,0,1,1,1,1,56,0.91,,,,16,11.1,20.7,IN,LB,,,,,,,,,SBL,"",FT,34,,,,,
CLK611STT91D,,closed_form,bm_stt,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Stem (wood + bark),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.27348,1.09223,0.34485,0,0,1,1,1,1,70,0.88,,,,16,11.2,20,IN,LB,,,,,,,,,STT,yes,FT,33,,,,,
CLK611STT91G,,closed_form,bm_stt,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Stem (wood + bark),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,2.36634,1.08639,0.38399,0,0,1,1,1,1,70,0.91,,,,16,11.2,20,IN,LB,,,,,,,,,STT,yes,FT,33,,,,,
CLK611STW91D,,closed_form,bm_stw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Stem (wood only),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.01259,1.06278,0.40913,0,0,1,1,1,1,70,0.87,,,,16,11.2,20,IN,LB,,,,,,,,,STW,yes,FT,33,,,,,
CLK611STW91G,,closed_form,bm_stw,liquidambar.styraciflua,se,08,NBEL,,Clark et al. 1985,,Stem (wood only),active,,,"Clark, A. I.; Phillips, D.; Frederick, D. 1985. Weight, volume, and physical properties of major hardwood species in the Gulf and Atlantic Coastal Plains. Res. Pap. SE-250. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0*(dbh*b5)^b1*(ht*b6)^b2) * b7,1.87725,1.08275,0.41514,0,0,1,1,1,1,70,0.91,,,,16,11.2,20,IN,LB,,,,,,,,,STW,yes,FT,33,,,,,
CLR621AGB11D,,closed_form,bm_agb,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Stem + branches (bark only),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.94536,0.9907,1,0,0,1,1,1,1,39,0.98,,,,1,6,28,IN,LB,,,,,,,,,AGB,no,FT,194,,,,,
CLR621AGB11G,,closed_form,bm_agb,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Stem + branches (bark only),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.20965,0.90556,1,0,0,1,1,1,1,39,0.98,,,,1,6,28,IN,LB,,,,,,,,,AGB,no,FT,194,,,,,
WIA621AGB01D,,closed_form,bm_agb,liriodendron.tulipifera,se,09,NBEL,,Wiant et al. 1977,,Stem + branches (bark only),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.28558,2.4466,0,1,1,1,1,19,0.97,,,,4,2,16,IN,LB,,,,,,,,,AGB,no,NA,175,,,,,
MAT621AGT01D,,closed_form,bm_agt,liriodendron.tulipifera,se,08,NBEL,,Martin et al. 1998,,Whole tree (aboveground),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.236,2.635,1,0,0,2.54,1,2.20462,1.008,10,0.99,,,,1,10.2,55.8,CM,KG,,,,,,,,,AGT,yes,NA,102,,,,,
PHI621AGT01D,,closed_form,bm_agt,liriodendron.tulipifera,se,08,NBEL,,Phillips 1981,,Whole tree (aboveground),active,,,"Phillips, D. 1981. Predicted total-tree biomass of understory hardwoods. Res. Pap. SE-223. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,1.79951,1.22938,0,1,1,1,1,24,0.99,,,,4,1,4.9,IN,LB,,,,,,,,,AGT,no,NA,119,,,,,
PHI621AGT02D,,closed_form,bm_agt,liriodendron.tulipifera,se,08,NBEL,,Phillips 1981,,Whole tree (aboveground),active,,,"Phillips, D. 1981. Predicted total-tree biomass of understory hardwoods. Res. Pap. SE-223. Asheville, NC: U.S. Department of Agriculture, Forest Service, Southeastern Forest Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,1.76621,1.21948,0,1,1,1,1,48,0.98,,,,4,1,4.9,IN,LB,,,,,,,,,AGT,no,NA,119,,,,,
CLR621AGW11D,,closed_form,bm_agw,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Stem + branches (wood only),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.31186,1.0133,1,0,0,1,1,1,1,39,0.99,,,,1,6,28,IN,LB,,,,,,,,,AGW,no,FT,194,,,,,
CLR621AGW11G,,closed_form,bm_agw,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Stem + branches (wood only),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.83371,0.97283,1,0,0,1,1,1,1,39,0.99,,,,1,6,28,IN,LB,,,,,,,,,AGW,no,FT,194,,,,,
WIA621AGW01D,,closed_form,bm_agw,liriodendron.tulipifera,se,09,NBEL,,Wiant et al. 1977,,Stem + branches (wood only),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,1.32004,2.5195,0,1,1,1,1,19,1,,,,4,2,16,IN,LB,,,,,,,,,AGW,no,NA,175,,,,,
CLR621AWB11D,,closed_form,bm_awb,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Stem + total branches (live + dead; no twigs or foliage),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.22162,1.00962,1,0,0,1,1,1,1,39,0.99,,,,1,6,28,IN,LB,,,,,,,,,AWB,no,FT,194,,,,,
CLR621AWB11G,,closed_form,bm_awb,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Stem + total branches (live + dead; no twigs or foliage),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-0.69614,0.96067,1,0,0,1,1,1,1,39,0.99,,,,1,6,28,IN,LB,,,,,,,,,AWB,no,FT,194,,,,,
CLR621BRT11D,,closed_form,bm_brt,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Branches total (live + dead),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.71827,0.88172,1,0,0,1,1,1,1,39,0.83,,,,1,6,28,IN,LB,,,,,,,,,BRT,no,FT,194,,,,,
CLR621BRT11G,,closed_form,bm_brt,liriodendron.tulipifera,se,08,NBEL,,Clark and Schroeder 1977,,Branches total (live + dead),active,,,"Clark, A. I. and Schroeder, J. G. 1977. Biomass of yellow-popular in natural stands in western north Carolina. USDA For. Serv. Research paper SE-165.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-1.15689,0.83663,1,0,0,1,1,1,1,39,0.8,,,,1,6,28,IN,LB,,,,,,,,,BRT,no,FT,194,,,,,
MAT621BRT01D,,closed_form,bm_brt,liriodendron.tulipifera,se,08,NBEL,,Martin et al. 1998,,Branches total (live + dead),active,,,"Martin, J.; Kloeppel, B.; Schaefer, T.; Kimbler, D.; McNulty, S. 1998. Aboveground biomass and nitrogen allocation of ten deciduous southern Appalachian tree species. Canadian Journal of Forest Research. 28: 1648-1659.",(10^(b0 + b1*(log10((dbh*b5)^b2)))) * b7 * b8,-2.16,2.591,1,0,0,2.54,1,2.20462,1.077,10,0.92,,,,1,10.2,55.8,CM,KG,,,,,,,,,BRT,yes,NA,102,,,,,
WIA621BRT01D,,closed_form,bm_brt,liriodendron.tulipifera,se,09,NBEL,,Wiant et al. 1977,,Branches total (live + dead),active,,,"Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; DeMoss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station.",(b0 + b1*(dbh*b5) + b2*(dbh*b5)^b3 + b4*(dbh*b5)^2*(ht*b6)) * b7,0,0,0.14059,1.91598,0,1,1,1,1,19,0.79,,,,4,2,16,IN,LB,,,,,,,,,BRT,no,NA,175,,,,,
